Element Type,ID,Name,Class Name,CSS Selector,XPath,Outer HTML,Timestamp
"a","No ID","No Name","btn btn-default add-to-cart","a","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item.active:nth-of-type(2) > div.col-sm-4:nth-of-type(1) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > a.btn.btn-default.add-to-cart","<a data-product-id=""4"" class=""btn btn-default add-to-cart""><i class=""fa fa-shopping-cart""></i>Add to cart</a>","2025-04-05T17:23:40.636Z"
"a","No ID","No Name","btn btn-default add-to-cart","a","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item.active:nth-of-type(2) > div.col-sm-4:nth-of-type(2) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > a.btn.btn-default.add-to-cart","<a data-product-id=""5"" class=""btn btn-default add-to-cart""><i class=""fa fa-shopping-cart""></i>Add to cart</a>","2025-04-05T17:23:40.636Z"
"a","No ID","No Name","btn btn-default add-to-cart","a","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item.active:nth-of-type(2) > div.col-sm-4:nth-of-type(3) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > a.btn.btn-default.add-to-cart","<a data-product-id=""6"" class=""btn btn-default add-to-cart""><i class=""fa fa-shopping-cart""></i>Add to cart</a>","2025-04-05T17:23:40.636Z"
"a","No ID","No Name","left recommended-item-control","a","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > a.left.recommended-item-control:nth-of-type(1)","<a class=""left recommended-item-control"" href=""#recommended-item-carousel"" data-slide=""prev"">
								<i class=""fa fa-angle-left""></i>
							  </a>","2025-04-05T17:23:40.636Z"
"a","No ID","No Name","right recommended-item-control","a","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > a.right.recommended-item-control:nth-of-type(2)","<a class=""right recommended-item-control"" href=""#recommended-item-carousel"" data-slide=""next"">
								<i class=""fa fa-angle-right""></i>
							  </a>","2025-04-05T17:23:40.636Z"
"a","scrollUp","No Name","N/A","a#scrollUp","html > body > a#scrollUp","<a id=""scrollUp"" href=""#top"" style=""display: none; position: fixed; z-index: 2147483647;""><i class=""fa fa-angle-up""></i></a>","2025-04-05T17:23:40.636Z"
"img","No ID","No Name","N/A","img","html > body > header#header > div.header-middle > div.container > div.row > div.col-sm-4:nth-of-type(1) > div.logo.pull-left > a > img","<img src=""/static/images/home/logo.png"" alt=""Website for automation practice"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","girl img-responsive","img","html > body > section#slider:nth-of-type(1) > div.container > div.row > div.col-sm-12 > div#slider-carousel:nth-of-type(1) > div.carousel-inner > div.item.active:nth-of-type(1) > div.col-sm-6:nth-of-type(2) > img.girl.img-responsive","<img src=""/static/images/home/girl2.jpg"" class=""girl img-responsive"" alt=""demo website for practice"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","girl img-responsive","img","html > body > section#slider:nth-of-type(1) > div.container > div.row > div.col-sm-12 > div#slider-carousel:nth-of-type(1) > div.carousel-inner > div.item:nth-of-type(2) > div.col-sm-6:nth-of-type(2) > img.girl.img-responsive","<img src=""/static/images/home/girl1.jpg"" class=""girl img-responsive"" alt=""demo website for practice"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","girl img-responsive","img","html > body > section#slider:nth-of-type(1) > div.container > div.row > div.col-sm-12 > div#slider-carousel:nth-of-type(1) > div.carousel-inner > div.item:nth-of-type(3) > div.col-sm-6:nth-of-type(2) > img.girl.img-responsive","<img src=""/static/images/home/girl3.jpg"" class=""girl img-responsive"" alt=""demo website for practice"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(2) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/1"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(3) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/2"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(4) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/3"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(5) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/4"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(6) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/5"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(7) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/6"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(8) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/7"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(9) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/8"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(10) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/11"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(11) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/12"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(12) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/13"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(13) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/14"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(14) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/15"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(15) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/16"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(16) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/18"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(17) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/19"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(18) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/20"" alt=""ecommerce website products"">","2025-04-05T17:23:40.637Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(19) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/21"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(20) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/22"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(21) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/23"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(22) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/24"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(23) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/28"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(24) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/29"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(25) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/30"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(26) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/31"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(27) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/33"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(28) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/35"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(29) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/37"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(30) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/38"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(31) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/39"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(32) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/40"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(33) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/41"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(34) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/42"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.features_items:nth-of-type(1) > div.col-sm-4:nth-of-type(35) > div.product-image-wrapper > div.single-products:nth-of-type(1) > div.productinfo.text-center:nth-of-type(1) > img","<img src=""/get_product_picture/43"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item:nth-of-type(1) > div.col-sm-4:nth-of-type(1) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > img","<img src=""get_product_picture/1"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item:nth-of-type(1) > div.col-sm-4:nth-of-type(2) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > img","<img src=""get_product_picture/2"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item:nth-of-type(1) > div.col-sm-4:nth-of-type(3) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > img","<img src=""get_product_picture/3"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item.active:nth-of-type(2) > div.col-sm-4:nth-of-type(1) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > img","<img src=""get_product_picture/4"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item.active:nth-of-type(2) > div.col-sm-4:nth-of-type(2) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > img","<img src=""get_product_picture/5"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
"img","No ID","No Name","N/A","img","html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9.padding-right:nth-of-type(2) > div.recommended_items:nth-of-type(2) > div#recommended-item-carousel > div.carousel-inner > div.item.active:nth-of-type(2) > div.col-sm-4:nth-of-type(3) > div.product-image-wrapper > div.single-products > div.productinfo.text-center > img","<img src=""get_product_picture/6"" alt=""ecommerce website products"">","2025-04-05T17:23:40.638Z"
